"IDFolio";"IDPersona";"AgnoNacimiento";"IDSexo";"IDRelacionJefeHogar";"IDEstudios";"IDLugarEstudios";"IDTituloProfesional";"IDActividad";"IDJornadaTrabajo";"Ingreso";"IDTipoIngreso";"Observaciones";"EfectuaViajes";"NumeroViajes";"Factor"
1017015;1;1984;1;0;4;0;0;5;1;370000;1;"se encontraba en antofagasta el dia asigandao de viajes
trabaja turno 10 x 5 reg";0;0;22,52
1017015;2;1983;2;1;4;0;0;11;0;0;0;"NA";1;4;15,16
1017015;3;2002;1;2;2;4;0;14;0;0;0;"NA";1;2;15,14
1017015;4;2006;1;2;1;0;0;13;0;0;0;"na";1;4;26,38
1017015;5;1980;1;3;3;0;0;5;1;500000;1;"no fue entrevistado personalmente porque estaba durmiendo
vregreso al otro dia";1;2;15,72
1017019;1;1961;1;0;3;0;0;5;1;210000;1;"no salio esta de vacasiones";0;0;15,72
1017019;2;1960;2;1;4;0;0;5;2;230000;1;"NA";1;5;12,85
1017019;3;1991;1;2;5;7;0;14;0;0;0;"NA";1;4;22,52
1017019;4;1997;2;2;3;4;0;14;0;0;0;"NA";1;3;12,10
1017019;5;1938;2;3;1;0;0;11;0;0;0;"NA";1;2;8,51
1030001;1;1982;1;0;4;0;0;4;1;300000;1;"el dia de viajes se encontraba con turno fuera de copiapo";0;0;22,52
1030001;2;1980;2;1;4;0;0;11;0;0;0;"NA";1;4;12,85
1030001;3;1998;1;2;3;4;0;14;0;0;0;"NA";1;5;15,14
1030001;4;1999;2;2;3;4;0;14;0;0;0;"NA";1;6;12,10
1030001;5;2009;2;2;1;0;0;13;0;0;0;"no cancela pasaje";1;4;26,88
1030002;1;1944;2;0;3;0;0;11;0;0;0;"estaba cuidando a su hija enferma";0;0;18,45
1030002;2;1964;2;2;3;0;0;11;0;0;0;"estaba enferma en cama ";0;0;27,84
1030002;3;1957;1;3;3;0;0;4;1;200000;1;"NA";1;2;34,06
1030002;4;1985;1;3;6;6;0;14;0;0;0;"NA";1;4;48,79
1030002;5;1997;2;3;3;4;0;14;0;0;0;"na";1;2;26,22
1030002;6;2000;2;3;2;4;0;14;0;0;0;"NA";1;2;26,22
1030002;7;2003;1;3;2;4;0;14;0;0;0;"na";1;2;32,81
1030002;8;1980;1;3;5;0;1;4;1;250000;1;"NA";1;2;34,06
1030005;1;1960;1;0;4;0;0;5;1;370000;1;"el dia de viajes se encontraba en CHAÃ‘ARAL regresa el sabado 21 de agosto";0;0;15,72
1030005;2;1961;2;1;3;0;0;11;0;0;0;"NA";1;3;12,85
1030005;3;1990;2;2;4;0;0;11;0;0;0;"na";1;3;15,16
1030005;4;1999;2;2;3;4;0;14;0;0;0;"NA";1;4;12,10
1030005;5;2009;1;3;1;0;0;13;0;0;0;"na";1;3;26,38
1030009;1;1951;1;0;4;0;0;5;1;230000;1;"TUVO DESCANSO";1;2;15,72
1030009;2;1952;2;1;3;0;0;5;1;180000;1;"NA";1;2;12,85
1030009;3;1975;2;2;5;0;1;11;0;0;0;"NA";1;2;12,85
1030009;4;1996;2;3;3;4;0;14;0;0;0;"na";1;2;18,30
1030009;5;1996;2;3;3;4;0;14;0;0;0;"NA";1;2;18,30
1037051;1;1976;1;0;4;0;0;4;1;300000;1;"CORREGIR EL SENTIDO DE OHIGGINS DEBERIA BAJAR Y SUBIR RODRIGUEZ SERIA MAS FLUIDO";1;6;21,86
1037051;2;1976;2;1;4;0;0;4;1;190000;1;"espera 20 min la micro";1;5;17,87
1037051;3;1997;1;2;3;4;0;14;0;0;0;"na";1;2;21,06
1037051;4;2000;2;2;3;4;0;14;0;0;0;"NA";1;2;16,83
1037064;1;1939;1;0;3;0;0;3;1;140000;1;"EL INGRESO ES COMPARTIDO CON LA SRA GEORGINA YA QUE LO QUE RECAUDA DEL NEGOCIO";1;2;15,99
1037064;2;1941;2;1;3;0;0;3;1;140000;1;"NA";1;2;8,51
1037064;3;1961;1;3;4;0;0;5;1;300000;1;"na";1;2;15,72
1037064;4;1988;1;3;4;0;0;4;1;290000;1;"NA";1;4;22,52
1037064;5;1992;1;3;4;4;0;14;0;0;0;"NA";1;4;26,99
1037071;1;1965;1;0;3;0;0;5;1;300000;1;"transita bicicleta";1;4;15,72
1037071;2;1952;2;1;3;0;0;11;0;0;0;"no salio se sentia enferma";0;0;12,85
1037071;3;1987;2;2;4;0;0;11;0;0;0;"espera colectivo mas de 10 min";1;4;15,16
1037071;4;2003;2;3;2;4;0;14;0;0;0;"CANCELA PASAJE .";1;2;12,10
1037071;5;2007;2;3;1;0;0;13;0;0;0;"se quedo con la sra susana";0;0;26,88
2005001;1;1962;1;0;4;0;0;4;1;450000;1;"tuvo descanzo";1;2;15,24
2005001;2;1971;2;1;4;0;0;11;0;0;0;"NA";1;2;12,46
2005001;3;1989;2;2;6;6;0;14;0;0;0;"NA";1;2;14,70
2005001;4;1992;1;2;4;4;0;14;0;0;0;"camina  7 cuadras para llegar al auto";1;4;26,17
2005001;5;1997;1;2;3;4;0;14;0;0;0;"NA";1;4;14,68
2005009;1;1954;1;0;6;0;0;4;1;390000;1;"viajes de trasnoche";1;2;21,20
2005009;2;1962;2;1;3;0;0;11;0;90000;1;"na";1;6;17,33
2005009;3;1989;1;2;5;7;0;14;0;0;0;"NA";1;2;30,37
2005009;4;2001;2;2;3;4;0;14;0;0;0;"NA";1;2;16,32
2005010;1;1974;1;0;7;0;1;4;1;530000;1;"NA";1;5;15,24
2005010;2;1962;2;1;4;0;0;11;0;0;0;"NA";1;7;12,46
2005010;3;1996;2;2;4;4;0;14;0;0;0;"NA";1;2;17,74
2005010;4;1998;2;2;3;4;0;14;0;0;0;"na";1;2;11,73
2005010;5;1940;2;3;3;0;0;11;0;0;0;"NO SALIO SE SENTIA MAL ";0;0;8,26
2005014;1;1959;1;0;4;0;0;4;1;390000;1;"NA";1;4;24,46
2005014;2;1951;2;1;4;0;0;11;0;0;0;"NA";1;2;20,00
2005014;3;1986;2;2;6;6;0;14;0;280000;1;"ESTUDIA Y TRABAJA ...NO TUVO CLASES";1;2;23,60
2011001;1;1951;1;0;7;0;1;4;1;450000;1;"NA";1;2;33,02
2011001;2;1954;2;1;4;0;0;11;0;0;0;"na";1;2;26,99
2011001;3;1972;1;2;7;0;1;4;1;470000;1;"na";1;2;33,02
2011001;4;1973;2;2;7;0;1;4;1;400000;1;"na";1;2;26,99
2011001;5;1976;1;2;7;0;1;1;1;490000;1;"trabaja en mina san esteban y no ah podido bajar por tragedia de mina san jose";0;0;33,02
2011001;6;1986;2;2;7;0;1;1;1;400000;1;"trabaja en mina san esteban y no ah podido bajar por tragedia en mina san jose";0;0;31,85
2011001;7;1992;2;2;4;4;0;14;0;0;0;"NA";1;2;38,44
2011001;8;2008;1;3;1;0;0;13;0;0;0;"NO CANCELA PASAJE";1;2;55,41
2011003;1;1961;2;0;7;0;1;11;0;500000;1;"trabaja en casa de modista
arrienda pension a estudiantes
las compras las hace s";0;0;44,76
2011005;1;1955;1;0;4;0;0;4;1;400000;1;"na";1;2;24,46
2011005;2;1961;2;1;4;0;0;11;0;0;0;"NA";1;2;20,00
2011005;3;1993;1;2;4;4;0;14;0;0;0;"na";1;2;42,01
2011024;1;1958;1;0;7;0;1;4;1;480000;1;"NA";1;8;21,20
2011024;2;1966;2;1;7;0;1;4;1;400000;1;"NA";1;2;17,33
2011024;3;1985;2;2;7;0;1;4;1;400000;1;"NA";1;2;20,45
2011024;4;2003;2;2;3;4;0;14;0;0;0;"NA";1;2;16,32
2015011;1;1980;1;0;4;0;0;4;1;400000;1;"esta con descanso ";1;4;24,46
2015011;2;1982;2;1;7;0;1;11;0;0;0;"na";1;4;23,60
2015011;3;2010;1;2;1;0;0;13;0;0;0;"NA";1;4;41,05
2015012;1;1968;2;0;5;0;1;4;1;400000;1;"tuvo descanzo";1;4;17,33
2015012;2;1989;2;2;6;6;0;14;0;160000;1;"TRABAJA Y ESTUDIA";1;6;20,45
2015012;3;1993;2;2;4;4;0;14;0;0;0;"no tuvieron clases";1;2;24,68
2015012;4;2003;2;2;3;4;0;14;0;0;0;"no tuvo clases";1;2;16,32
2015016;1;1971;1;0;4;0;0;4;1;350000;1;"EL DIA D ELA ENCUESTA SE ENCONTRABA EN VALLENAR ES VENDEDOR EN TERRENO";0;0;21,20
2015016;2;1967;2;1;5;0;1;11;0;0;0;"na";1;4;17,33
2015016;3;1994;2;2;4;4;0;14;0;0;0;"NA";1;2;24,68
2015016;4;2004;1;2;2;4;0;14;0;0;0;"NA";1;2;20,42
2015018;1;1957;1;0;7;0;1;4;1;600000;1;"utiliza camioneta del trabajo";1;2;49,46
2015018;2;1960;2;1;5;0;1;11;0;0;0;"NA";1;3;40,43
2020003;1;1973;1;0;7;0;1;3;1;600000;1;"trabaja en su casa";1;2;21,20
2020003;2;1983;2;1;7;0;1;11;0;0;0;"na";1;2;20,45
2020003;3;2000;2;2;3;4;0;14;0;0;0;"no fue al colegio por estar enferma";1;2;16,32
2020003;4;2006;1;2;2;2;0;14;0;0;0;"la mama no lo quiso enviar a clases";1;2;35,57
2020006;1;1958;1;0;3;0;0;4;1;440000;1;"NA";1;2;33,02
2020006;2;1958;2;1;3;0;0;11;0;60000;1;"TRABAJA EN COSTURAS EN SU CASA";1;2;26,99
2020006;3;1985;1;2;6;6;0;14;0;200000;1;"trabaja y estudia";1;4;47,30
2020006;4;1984;1;2;4;0;0;12;0;0;0;"NA";1;2;47,30
2020006;5;1987;2;3;4;0;0;11;0;0;0;"NA";1;2;31,85
2020006;6;2009;2;3;1;0;0;13;0;0;0;"no cancela psaje";1;2;56,47
2020010;1;1944;1;0;3;0;0;9;0;250000;1;"no salio esruvo trabajando en arreglos de la casa";0;0;21,56
2020010;2;1954;2;1;3;0;0;11;0;0;0;"no tuvo necesidad ademas debe cuidar a su hija";0;0;17,33
2020010;3;1984;1;2;7;0;1;4;1;400000;1;"esta trabajando en mina pascualama en vallenar regresa en 10 dias mas";0;0;30,37
2020010;4;1975;2;2;1;0;0;13;0;0;0;"no sale de la casa por ser discapacitada";0;0;17,33
2020014;1;1988;1;0;4;0;0;3;1;700000;1;"por motivos laborales se encuentra el dia de viajes en arica regresa el 10 de se";0;0;35,04
2020014;2;1984;1;4;7;0;1;3;1;400000;1;"NA";1;4;35,04
2020014;3;1964;1;4;7;0;1;3;1;400000;1;"trabaja en diferentes puntos d copiapoe";1;4;24,46
2027003;1;1960;1;0;5;0;1;4;1;400000;1;"NA";1;3;21,20
2027003;2;1962;2;1;5;0;1;11;0;0;0;"NA";1;2;17,33
2027003;3;1996;1;2;4;4;0;14;0;0;0;"NA";1;2;36,40
2027003;4;2001;1;2;3;4;0;14;0;0;0;"na";1;2;20,42
2027007;1;1968;1;0;7;0;1;1;1;600000;1;"NA";1;8;24,46
2027007;2;1971;2;1;5;0;1;1;1;0;2;"";0;0;20,00
2027007;3;1998;2;2;3;4;0;14;0;0;0;"NA";1;2;18,83
2027009;1;1967;1;0;4;0;0;4;1;460000;1;"TUVO DESCANSO";1;2;49,46
2027009;2;1966;2;1;4;0;0;11;0;0;0;"NA";1;2;40,43
2027014;1;1971;1;0;7;0;1;4;1;600000;1;"DIA D ELA ENCUESTA SE ENCUENTRA TRABAJANDO EN SALAMANCA REGRESA EL FIN DE SEAMAN";0;0;21,20
2027014;2;1971;2;1;5;0;1;11;0;0;0;"NA";1;2;17,33
2027014;3;1990;2;2;6;6;0;14;0;0;0;"NA";1;5;20,45
2027014;4;1998;2;2;3;4;0;14;0;0;0;"NA";1;2;16,32
2033002;1;1964;1;0;7;0;1;4;1;400000;1;"NA";1;8;21,20
2033002;2;1970;2;1;7;0;1;4;1;340000;1;"na";1;10;17,33
2033002;3;2000;1;2;3;4;0;14;0;0;0;"NA";1;4;20,42
2033002;4;1998;2;2;3;4;0;14;0;0;0;"NA";1;4;16,32
2033003;1;1948;1;0;3;0;0;5;1;600000;1;"NA";1;2;24,46
2033003;2;1951;2;1;3;0;0;11;0;0;0;"NA";1;4;20,00
2033003;3;1991;2;2;4;0;0;4;1;200000;1;"NA";1;4;23,60
2033011;1;1988;1;0;7;6;1;14;0;180000;1;"TRABAJA Y ESTUDIA..no le toco clases";1;3;35,04
2033011;2;1987;2;1;6;6;0;14;0;0;0;"na";1;2;23,60
2033011;3;2007;2;2;1;0;0;13;0;0;0;"NO SALE ";0;0;41,84
2038006;1;1977;1;0;7;0;1;4;1;400000;1;"TRABAJA EN SU CASA";1;5;24,46
2038006;2;1981;2;1;7;0;1;4;1;400000;1;"NA";1;3;23,60
2038006;3;2009;1;2;2;1;0;14;0;0;0;"NO CANCELA PASAJE ";1;2;41,05
2038020;1;1972;1;0;7;0;1;1;1;500000;1;"NA";1;4;49,46
2038020;2;1977;2;1;4;0;0;11;0;0;0;"NA";1;2;40,43
2038022;1;1968;2;0;7;0;1;4;1;400000;1;"NA";1;3;17,33
2038022;2;1972;1;1;7;0;1;4;1;500000;1;"na";1;3;21,20
2038022;3;2006;2;2;2;2;0;14;0;0;0;"NA";1;2;36,25
2038022;4;1938;2;3;3;0;0;11;0;0;0;"na";1;2;11,48
2042006;1;1943;1;0;4;0;0;9;0;60000;1;"";1;8;33,59
2042006;2;1948;2;1;4;0;0;9;0;35000;1;"NA";0;0;26,99
2042006;3;1970;2;2;4;0;0;4;1;215000;1;"NA";1;2;26,99
2042006;4;1973;1;2;4;0;0;4;1;215000;1;"na";1;2;33,02
2042006;5;1998;1;3;3;4;0;14;0;0;0;"NA";1;4;31,81
2042006;6;2000;2;3;3;4;0;14;0;0;0;"na";1;4;25,42
2042018;1;1923;1;0;3;0;0;9;0;40000;1;"NA";0;0;33,59
2042018;2;1925;2;1;3;0;0;9;0;30000;1;"na";0;0;17,89
2042018;3;1946;2;2;4;0;0;11;0;0;0;"NA";1;3;26,99
2042018;4;1968;2;2;4;0;0;4;1;300000;1;"na";1;3;26,99
2042018;5;2001;2;3;3;4;0;14;0;0;0;"NA";1;4;25,42
2042018;6;1947;1;3;3;0;0;9;0;70000;1;"na";1;2;33,02
2042019;1;1945;2;0;6;0;0;11;0;400000;1;"ingresos de sus bienes y es marido";1;3;11,48
2042019;2;1983;2;2;5;0;1;11;0;300000;1;"mesada del papa";1;3;20,45
2042019;3;1918;1;3;3;0;0;13;0;0;0;"NO SALE POSTRADO EN CAMA";0;0;21,56
2042019;4;1921;2;3;3;0;0;13;0;0;0;"NO SALE ESTA ENFERMA";0;0;11,48
2042031;1;1970;1;0;7;0;1;4;1;600000;1;"JUAN MARTINEZ NO DEBERIA SER DOBLE VIA DEBERIA EXISTIR VIA ANEXA.YA QUE TODA LA ";1;4;15,24
2042031;2;1972;2;1;5;0;1;11;0;0;0;"LOS COLECTIVOS TRANSITAN TODOS LLENOS";1;6;12,46
2042031;3;1993;2;2;4;4;0;14;0;0;0;"NA";1;2;17,74
2042031;4;1999;1;2;3;4;0;14;0;0;0;"no cansela pasaje en txc, tiene 11 a�os";1;4;14,68
2042031;5;2004;2;2;2;3;0;14;0;0;0;" no cancela pasaje, es menor de edad";1;2;11,73
3017021;1;1979;1;0;7;0;1;1;1;600000;1;"no tiene regreso a casa hasta el viernes 3 de septiembre";1;1;12,05
3017021;2;1980;2;1;7;0;1;11;0;0;0;"estudia y es dueÃ±a de casa";1;6;11,98
3017021;3;2008;2;2;2;2;0;14;0;0;0;"se quedo en casa con su abuela";0;0;26,17
3017021;4;1955;2;3;7;0;1;11;0;0;0;"no tuvo necesidad";0;0;11,98
3017047;1;1946;1;0;3;0;0;12;0;0;0;"NA";1;2;12,05
3017047;2;1946;2;1;3;0;0;11;0;400000;1;"recibe ingreso del arriendo de un local comercial";1;2;11,98
3017047;3;1975;2;2;7;0;1;11;0;0;0;"no tuvo necesidad de salir";0;0;11,98
3017047;4;1996;1;3;4;4;0;14;0;0;0;"NA";1;2;7,36
3024024;1;1977;1;0;7;0;1;4;1;800000;1;"utiliza camioneta de la empresa";1;4;53,92
3024024;2;1981;2;1;7;0;1;11;0;0;0;"no salio se quedo en casa con su hijo";0;0;58,08
3024024;3;1998;1;2;3;4;0;14;0;0;0;"NA";1;2;69,81
3024024;4;2009;1;2;1;0;0;13;0;0;0;"se quedo en casa con su mama";0;0;20,68
3024024;5;1990;1;3;6;6;0;14;0;0;0;"NA";1;2;98,35
3024025;1;1976;1;0;7;0;1;1;1;600000;1;"na";1;8;12,75
3024025;2;1976;2;1;7;0;1;11;0;0;0;"NA";1;2;12,68
3024025;3;2007;2;2;1;0;0;13;0;0;0;"NA";1;2;27,69
3024040;1;1979;1;0;7;0;1;4;1;800000;1;"NA";1;6;12,05
3024040;2;1978;2;1;7;0;1;11;0;0;0;"NA";1;4;11,98
3024040;3;1998;1;2;3;4;0;14;0;0;0;"NA";1;2;15,61
3024040;4;2010;1;2;1;0;0;13;0;0;0;"se quedo en casa con la nana";0;0;4,62
3024041;1;1973;1;0;7;0;1;4;1;600000;1;"NA";1;5;46,33
3024041;2;1974;2;1;5;0;1;4;1;400000;1;"na";1;5;46,05
3027007;1;1963;1;0;4;0;0;4;1;600000;1;"NA";1;9;12,05
3027007;2;1967;2;1;4;0;0;4;1;400000;1;"NA";1;5;11,98
3027007;3;1993;1;2;4;4;0;14;0;0;0;"NA";1;2;7,36
3027007;4;2000;2;2;3;4;0;14;0;0;0;"NA";1;4;49,00
3027010;1;1966;1;0;7;0;1;1;1;600000;1;"dia de viajes esta en antofagasta regresa el sabado 4 de septiembre";0;0;12,05
3027010;2;1973;2;1;7;0;1;11;0;0;0;"na";1;4;11,98
3027010;3;1999;2;2;3;4;0;14;0;0;0;"NA";1;2;49,00
3027010;4;2002;1;2;3;4;0;14;0;0;0;"na";1;2;15,61
3027016;1;1960;2;0;7;0;1;4;1;560000;1;"NA";1;8;12,68
3027016;2;1992;1;2;6;6;0;14;0;0;0;"NA";1;2;7,79
3027016;3;1996;2;2;4;4;0;14;0;0;0;"NA";1;4;21,43
3027017;1;1977;1;0;7;0;1;4;1;600000;1;"NA";1;6;12,05
3027017;2;1978;2;1;5;0;1;4;1;400000;1;"na";1;6;11,98
3027017;3;2006;1;2;1;0;0;13;0;0;0;"na";1;2;4,62
3027017;4;1991;1;3;6;6;0;14;0;0;0;"NA";1;2;21,99
3031037;1;1974;1;0;7;0;1;1;1;400000;1;"na";1;4;12,75
3031037;2;1979;2;1;7;0;1;4;1;400000;1;"NA";1;4;12,68
3031037;3;2008;1;2;1;0;0;13;0;0;0;"no salio se quedo en casa con la nana";0;0;4,89
3031038;1;1959;2;0;4;0;0;4;1;260000;1;"NA";1;2;11,98
3031038;2;1994;2;2;4;4;0;14;0;0;0;"NA";1;2;20,26
3031038;3;1961;2;3;3;0;0;11;0;0;0;"NA";1;2;11,98
3031038;4;1939;2;3;3;0;0;11;0;0;0;"NA";1;2;24,17
3035008;1;1967;1;0;5;0;1;4;1;390000;1;"NA";1;4;53,92
3035008;2;1967;2;1;7;0;1;4;1;480000;1;"na";1;2;53,59
3035008;3;1990;2;2;6;6;0;14;0;0;0;"no fue a clases estaba enferma";0;0;58,08
3035008;4;1996;1;2;4;4;0;14;0;0;0;"NA";1;3;32,95
3035008;5;2007;1;2;2;2;0;14;0;0;0;"no cancela pasaje";1;2;20,68
3035012;1;1964;1;0;4;0;0;4;1;340000;1;"NA";1;4;12,75
3035012;2;1969;2;1;4;0;0;3;1;90000;1;"NO TUVO TRABAJO ESE DIA";1;5;12,68
3035012;3;1996;2;2;4;4;0;14;0;0;0;"PAGA TARIFA DE ADULTO";1;3;21,43
3035015;1;1958;2;0;4;0;0;11;0;0;0;"na";1;2;12,68
3035015;2;1966;1;1;5;0;1;4;1;480000;1;"NA";1;4;12,75
3035015;3;1993;1;2;6;6;0;14;0;0;0;"NA";1;4;7,79
3035019;1;1934;1;0;5;0;1;9;0;60000;1;"na";0;0;43,60
3035019;2;1941;2;1;5;0;1;4;1;300000;1;"NA";1;2;25,57
3035019;3;1964;1;2;5;0;1;4;1;350000;1;"NA";1;2;12,75
4003003;1;1940;2;0;6;0;0;9;0;123456;1;"";1;2;0,66
4003004;1;1944;1;0;7;0;1;9;0;198058;1;"$133.058 (Pensión) + $65.000 (Provida)";1;3;1,00
4003052;1;1941;2;0;3;0;0;7;3;75000;1;"";1;2;2,51
4003052;2;1953;1;1;3;0;0;4;1;500000;1;"";1;2;30,72
4003052;3;1968;2;2;4;0;0;12;0;0;0;"Irma no realiza viajes por motivos personales.";0;0;30,46
4003052;4;1991;2;3;6;6;0;14;0;0;0;"";1;4;32,15
4003052;5;1993;1;3;4;4;0;14;0;0;0;"";1;2;23,64
4003081;1;1930;1;0;3;0;0;9;0;100000;1;"Oscar no realiza viajes por motivos personales.";0;0;3,78
4003081;2;1934;2;1;3;0;0;9;0;65000;1;"Nilda no realiza viajes por motivos personales.";0;0;2,51
4003081;3;1959;1;2;4;0;0;4;1;250000;1;"Jorge no regresa a su casa en dia asignado para registro de viajes, trabaja en l";1;1;30,72
4003081;4;1967;2;2;5;0;1;4;1;350000;1;"";1;4;30,46
4003081;5;2009;1;3;1;0;0;13;0;0;0;"Manuel no realiza viajes por motivos personales.";0;0;15,39
4011004;1;1949;1;0;6;0;0;4;1;350000;1;"";1;2;29,47
4011004;2;1934;2;1;3;0;0;11;0;0;0;"Teresa no realiza viajes, se encuentra fuera de copiapo.";0;0;2,41
4011008;1;1955;1;0;5;0;1;12;0;0;0;"";1;4;8,16
4011010;1;1942;1;0;7;0;1;9;0;550000;1;"";1;2;4,22
4011010;2;1941;2;1;7;0;1;9;0;220000;1;"Bristela no realiza viajes por labores domesticas.";0;0;2,80
4011010;3;1924;2;3;3;0;0;9;0;113000;1;"Montepiada. Antonia no realiza viajes por edad avanzada.";0;0;2,80
4023014;1;1945;1;0;7;0;1;1;2;1500000;1;"no quiere entregar esta informacion.

El encuestado cuenta con un consultora en ";0;0;3,63
4023014;2;1945;2;1;6;0;0;11;0;0;0;"La SeÃ±ora Luci no realiza viajes debido a problemas de salud";0;0;2,41
4023018;1;1975;1;0;7;0;1;1;1;1800000;1;"";1;5;10,65
4023018;2;1979;2;1;7;0;1;11;0;0;0;"";1;4;10,56
4023018;3;2003;2;2;3;4;0;14;0;0;0;"";1;4;18,78
4023018;4;2005;1;2;2;4;0;14;0;0;0;"";1;4;37,76
4023019;1;1974;1;0;7;0;1;1;1;0;2;"ii";1;2;10,65
4023019;2;1982;2;1;6;0;0;11;0;0;0;"";1;9;11,15
4023019;3;2005;2;2;2;3;0;14;0;0;;"";1;4;18,78
4023019;4;2008;1;2;1;0;0;13;0;0;0;"se termino la encuesta en la calle debido a un percanse con uno de sus hijos";1;6;5,34
4023037;1;1930;1;0;7;0;1;3;3;0;2;"no quiere entregar sus ingresos";1;2;3,63
4023037;2;1930;2;1;5;0;1;11;0;0;0;"";1;4;2,41
4023039;1;1953;1;0;7;0;1;12;0;0;0;"ii";1;2;34,23
4023039;2;1957;2;1;7;0;1;11;0;0;0;"ii";1;2;33,94
4023039;3;1996;2;2;3;4;0;14;0;0;0;"";1;2;23,53
5001011;1;1980;2;0;7;0;1;4;1;700000;1;"na";1;7;8,12
5001011;2;2003;1;2;3;4;0;14;0;0;0;"NA";1;4;43,11
5001011;3;2007;2;2;2;2;0;14;0;0;0;"na";1;4;41,13
5001014;1;1928;2;0;4;0;0;9;0;400000;1;"es montepiada y sus hijos le pagan el arriendo";1;2;43,89
5001015;1;1943;1;0;7;0;1;4;1;600000;1;"NA";1;2;11,07
5001015;2;1946;2;1;7;0;1;11;0;500000;1;"tiene pension a estudiantes ";1;3;25,39
5001015;3;1977;2;2;7;0;1;11;0;0;0;"na";1;4;25,39
5001015;4;1977;1;3;4;0;0;4;1;400000;1;"NA";1;4;33,47
5001015;5;1999;2;3;3;4;0;14;0;0;0;"no fue a clases estaba enferma";0;0;55,30
5001016;1;1968;2;0;7;0;1;3;2;1000000;1;"tiene pension a estudiantes";1;3;16,95
5001016;2;1991;2;2;6;6;0;14;0;0;0;"se encuentra fuera de copiapo regresa el fin de semana 5 de septiembre";0;0;51,79
5001019;1;1962;1;0;7;0;1;3;1;1500000;1;"NA";1;6;5,10
5001019;2;1969;2;1;7;0;1;3;1;900000;1;"NA";1;7;3,87
5001019;3;1993;1;2;4;4;0;14;0;0;0;"NA";1;2;2,09
5001019;4;1997;1;2;3;4;0;14;0;0;0;"NA";1;4;20,56
5002009;1;1948;1;0;7;0;1;4;1;1000000;1;"";1;7;5,10
5002009;2;1962;2;1;7;0;1;4;1;740000;1;"";1;5;3,87
5002009;3;1982;2;2;7;0;1;4;1;500000;1;"";1;6;11,83
5002009;4;1999;1;2;3;4;0;14;0;0;0;"";1;4;20,56
5002010;1;1939;1;0;7;0;1;9;0;600000;1;"";1;4;3,54
5002010;2;1942;2;1;4;0;0;3;1;800000;1;"";1;4;1,20
5002010;3;1967;1;2;7;0;1;4;1;800000;1;"";1;4;10,71
5003032;1;1950;1;0;7;0;1;4;1;900000;1;"";1;6;5,10
5003032;2;1954;2;1;7;0;1;4;1;650000;1;"";1;6;3,87
5003032;3;1962;1;3;4;0;0;3;1;850000;1;"";1;3;5,10
5003032;4;2010;1;3;1;0;0;13;0;0;;"";0;0;14,40
